Book_ID,Title,Author,Language,Pages,Ratings,Reviews,Publication_Date,Genre,Price,Year,Genre_Weight
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,eng,5.720311776607412,3.9,1.2437162501887227,2000-06-28,Drama,1472.1892735607637,2000,1000
26,The Lost Continent: Travels in Small Town America,Bill Bryson,eng,5.703782474656201,3.83,1.2418930840117728,1990-08-28,Thriller,1620.5832883097835,1990,600
27,Neither Here nor There: Travels in Europe,Bill Bryson,eng,5.541263545158426,3.86,1.2434472672941947,1993-03-28,Comedy,1329.8204177820846,1993,1000
28,Notes from a Small Island,Bill Bryson,eng,5.783825182329737,3.91,1.2554411128152312,1997-05-28,Romance,1338.2852948772688,1997,1200
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,eng,5.602118820879701,3.93,1.22993803773509,1991-09-28,Thriller,1593.9017591511629,1991,800
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,eng,7.455298485683291,4.59,1.2606579530255833,2012-09-25,Comedy,1592.83691509239,2012,1500
31,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,eng,7.077498053569231,4.5,1.1421680813490154,2004-10-21,Romance,1441.841719361099,2004,1500
34,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,eng,5.988961416889864,4.36,1.3205334973005955,2003-09-05,Thriller,1725.7992627258036,2003,600
35,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Alan  Lee,en-US,7.104144092987527,4.5,1.1400704158468156,2002-10-01,Thriller,1808.8111048198477,2002,1200
36,The Lord of the Rings: Weapons and Warfare,Chris   Smith/Christopher  Lee/Richard Taylor,eng,5.389071729816501,4.53,1.2203186062158409,2003-11-05,Thriller,1753.0908877082666,2003,800
37,The Lord of the Rings: Complete Visual Companion,Jude Fisher,eng,5.41610040220442,4.5,1.0748336280594109,2004-11-15,Comedy,1546.8255459267853,2004,800
45,Agile Web Development with Rails: A Pragmatic Guide,Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz,eng,6.326149473155099,3.84,1.135319041712594,2005-07-28,Comedy,1338.0650606148138,2005,600
50,Hatchet (Brian's Saga  #1),Gary Paulsen,eng,5.342334251964811,3.72,1.281826309840799,2000-04-01,Thriller,1585.9577208975616,2000,1500
51,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes/Edward Sciranko/Keith Vasconcelles,eng,3.8918202981106265,4.0,0.9275973506953991,1994-08-28,Horror,1504.8875346240372,1994,1500
53,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,eng,4.976733742420574,3.88,1.1492252208706017,2001-01-23,Thriller,1621.9224763196653,2001,1500
54,Molly Hatchet - 5 of the Best,Molly Hatchet,eng,4.04305126783455,4.33,0.7325687477104175,2003-06-10,Comedy,1474.8888524440858,2003,1500
55,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,en-US,5.43372200355424,3.45,1.0019873653802,2005-11-01,Horror,1417.4469386223166,2005,600
57,A Changeling for All Seasons (Changeling Seasons #1),Angela Knight/Sahara Kelly/Judy Mays/Marteeka Karland/Kate Douglas/Shelby Morgen/Lacey Savage/Kate Hill/Willa Okati,eng,5.720311776607412,3.76,1.0339705074097352,2005-11-01,Drama,1458.7994438496044,2005,600
58,Changeling (Changeling  #1),Delia Sherman,eng,5.54907608489522,3.6,1.1200986118627483,2006-08-17,Romance,1302.9020966443004,2006,1500
59,The Changeling Sea,Patricia A. McKillip,eng,4.927253685157205,4.06,1.1758508474439877,2003-04-14,Romance,1400.8885412680738,2003,600
61,The Changeling,Zilpha Keatley Snyder,eng,5.43372200355424,4.17,1.127602387656298,2004-06-08,Horror,1613.4715395133605,2004,800
63,The Changeling,Kate Horsley,eng,5.828945617610208,3.55,1.0659729014764936,2005-04-12,Romance,1226.7968072942801,2005,700
66,The Changeling (Daughters of England  #15),Philippa Carr,eng,5.91350300563827,3.98,1.0728597298628524,1990-08-28,Drama,1491.7413952057907,1990,1200
67,The Known World,Edward P. Jones,eng,5.963579343618446,3.83,1.2310041919956287,2006-08-29,Romance,1316.667326367062,2006,600
68,The Known World,Edward P. Jones/Kevin R. Free,en-US,2.70805020110221,3.83,0.9610711304112431,2004-06-15,Thriller,1580.3589456186542,2004,1500
69,The Known World,Edward P. Jones,eng,6.3578422665081,3.83,0.8836050647842439,2004-06-15,Fantasy,1930.559887124386,2004,700
71,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,Satyajit Das,eng,5.814130531825066,3.83,1.1360179634818897,2006-05-15,Romance,1311.5689796029258,2006,700
72,Artesia: Adventures in the Known World,Mark Smylie,eng,5.8664680569332965,4.13,0.9568484637059637,2005-12-14,Romance,1392.506874662105,2005,800
74,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,eng,6.0330862217988015,4.42,1.0960833740667475,1982-06-01,Thriller,1789.9095074062675,1982,1500
75,Uncommon Carriers,John McPhee,en-US,5.517452896464707,3.95,1.1403517432366936,2006-05-16,Romance,1381.1489755223972,2006,1200
76,Heirs of General Practice,John McPhee,eng,4.859812404361672,4.17,1.0599643256494355,1986-04-01,Comedy,1400.6181978347008,1986,1500
77,The Control of Nature,John McPhee,en-US,5.666426688112432,4.24,1.1677874065421803,1990-09-01,Fantasy,2016.044349637912,1990,1200
78,Annals of the Former World,John McPhee,eng,6.580639137284949,4.34,1.163817875662354,1999-01-06,Fantasy,2021.713993301064,1999,1000
79,Coming Into the Country,John McPhee,eng,6.107022887742255,4.22,1.1838306461945822,1991-04-01,Thriller,1719.5672716232677,1991,1000
80,La Place de la Concorde Suisse,John McPhee,fre,5.081404364984463,3.92,1.1057538280238044,1994-04-01,Horror,1555.392961850921,1994,600
81,Giving Good Weight,John McPhee,eng,5.666426688112432,4.23,1.09442964900074,1994-04-01,Comedy,1421.6100393362544,1994,600
83,Rising from the Plains,John McPhee,eng,5.342334251964811,4.23,1.1328100953735927,1987-11-01,Romance,1409.4970723188733,1987,700
85,The Heidi Chronicles,Wendy Wasserstein,eng,4.406719247264253,3.75,1.1351283516383113,2002-03-01,Fantasy,1888.718572560061,2002,700
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,eng,5.521460917862246,3.84,1.1596805689071903,1991-07-02,Romance,1304.430144592012,1991,1500
89,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,eng,4.934473933130692,3.94,0.9148633202485029,2006-03-29,Romance,1337.4634806762015,2006,1200
90,Simply Beautiful Beaded Jewelry,Heidi Boyd,en-US,4.859812404361672,3.77,0.9698932078063358,2006-03-14,Horror,1537.015353120977,2006,1200
91,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,eng,5.262690188904886,4.46,1.1147273246554137,2003-09-01,Comedy,1539.1144733640265,2003,1000
92,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,en-US,4.691347882229144,3.68,0.9852008442751339,1997-01-28,Comedy,1273.7907295354637,1997,600
93,Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,eng,5.8664680569332965,3.99,1.2698572013727667,2002-11-15,Drama,1540.0272241687771,2002,1000
94,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,eng,5.262690188904886,3.25,0.9610711304112431,2004-11-15,Thriller,1435.4682255942596,2004,1500
96,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,eng,5.262690188904886,4.46,0.9227903399258666,2003-04-28,Comedy,1535.4369939748444,2003,700
98,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,eng,6.725033642166843,3.89,1.2058106496692558,2003-10-16,Thriller,1674.182493271104,2003,700
99,The Player's Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss/Libby Keatinge,eng,4.820281565605037,3.82,0.9227903399258666,2004-05-10,Horror,1505.5521767282446,2004,1500
100,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,en-US,4.859812404361672,3.78,0.9860873110883348,2004-08-19,Thriller,1608.1631172522568,2004,1200
103,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,eng,6.049733455231958,3.84,1.1599208738216038,1987-06-15,Drama,1501.496301863328,1987,1200
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,eng,6.07993319509559,3.91,1.2378054104653238,1987-07-01,Horror,1574.1720828088041,1987,1000
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,eng,5.805134968916488,3.88,1.2598045917905127,1987-07-15,Comedy,1426.0024536094536,1987,800
107,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,en-US,6.385194398997726,4.01,1.1107890857442198,2004-07-01,Fantasy,1979.7019522277642,2004,1000
109,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,eng,6.175867270105761,3.86,1.060738631275123,1984-04-16,Drama,1474.7812797912165,1984,800
110,The Road to Dune,Frank Herbert/Brian Herbert/Kevin J. Anderson,eng,6.056784013228625,3.88,1.1782183961998705,2006-08-29,Romance,1374.242303874452,2006,700
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,eng,6.156978985585555,3.86,1.2417178702376022,1987-08-15,Romance,1300.982672780675,1987,600
119,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,eng,5.262690188904886,4.59,1.2277056202930579,2002-06-12,Fantasy,2101.133605189532,2002,600
122,The Power of One (The Power of One  #1),Bryce Courtenay,eng,6.300785794663244,4.35,1.251865250660948,1996-09-29,Comedy,1485.1761816157646,1996,1200
123,The Power of One (The Power of One  #1),Bryce Courtenay,eng,5.676753802268282,4.35,0.9456806436315238,2005-09-13,Fantasy,2015.6807333497975,2005,800
129,The Power of One: One Person  One Rule  One Month,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,en-US,5.54907608489522,4.28,0.851732346927839,2004-11-01,Horror,1579.167446046904,2004,800
130,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,eng,5.327876168789581,3.34,1.036330213511384,2006-05-19,Fantasy,1799.1089608780344,2006,1500
131,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,eng,5.484796933490655,3.67,0.7989278990573876,2000-02-07,Fantasy,1831.426709829277,2000,800
132,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,eng,5.820082930352362,3.48,0.9842999824276125,2005-05-03,Romance,1263.0121651578092,2005,700
133,eBay for Dummies,Marsha Collier,eng,5.958424693029782,3.5,1.009309683677839,2006-10-30,Fantasy,1836.289236733173,2006,1000
135,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,eng,5.564520407322694,3.62,0.8918212615283343,2006-01-24,Fantasy,1805.8018912757786,2006,800
137,Starting an eBay Business for Dummies,Marsha Collier,eng,5.953243334287785,3.55,0.9610711304112431,2004-09-17,Comedy,1267.8493318850253,2004,600
138,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,eng,5.564520407322694,4.27,0.7860478795856021,2006-06-06,Comedy,1438.0709559980694,2006,1000
139,ebay Timesaving Techniques for Dummies,Marsha Collier,en-US,5.971261839790462,3.39,0.8836050647842439,2004-05-31,Fantasy,1810.7867262709508,2004,800
140,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,en-US,6.762729506931879,3.89,0.8580278252863395,2005-04-25,Thriller,1614.3465720253175,2005,800
141,Ruby Cookbook,Lucas Carlson/Leonard Richardson,eng,6.773080375655535,3.84,1.0336236162204109,2006-07-29,Drama,1450.8911054001276,2006,700
142,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,eng,5.484796933490655,4.12,0.9538597857904456,2005-05-03,Comedy,1388.123985298599,2005,1500
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,eng,5.332718793265369,4.08,0.8293046663001791,2005-05-03,Drama,1550.837624238538,2005,1500
147,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,eng,6.244166900663736,3.48,0.9721873680787441,2007-01-01,Drama,1403.3758285244771,2007,1000
151,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,eng,6.732210706467206,4.05,1.215533611443463,2004-05-31,Fantasy,2020.585765870673,2004,1200
152,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,eng,6.8679744089702925,4.05,1.2624110066398029,2002-11-05,Drama,1551.7323890835328,2002,1500
153,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,eng,6.731018100482083,4.05,1.1613844166898861,2003-01-30,Romance,1344.4174128685595,2003,1000
154,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,eng,4.394449154672439,3.85,0.851732346927839,1965-11-26,Fantasy,1934.3581921864584,1965,600
155,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,eng,6.689599269178967,4.05,1.1996742666741418,2003-07-01,Thriller,1707.8661692053236,2003,800
156,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,eng,6.6240652277998935,4.05,1.088216046294268,2004-11-23,Comedy,1463.2767723073705,2004,600
157,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,eng,6.689599269178967,4.05,1.0663114380660739,2004-08-26,Fantasy,1965.5316560610008,2004,800
159,Dinner with Anna Karenina,Gloria Goldreich,eng,5.8888779583328805,2.99,1.081435265902804,2006-01-28,Horror,1320.5351665527778,2006,700
160,Tolstoy: Anna Karenina,Anthony Thorlby,eng,4.859812404361672,4.19,1.128543856650167,1987-11-26,Thriller,1708.3613790747302,1987,1000
162,Untouchable,Mulk Raj Anand/E.M. Forster,eng,5.081404364984463,3.71,1.1671101200893943,1990-07-03,Horror,1445.3472135335446,1990,1000
163,The Untouchable,John Banville,eng,5.908082938168931,3.95,1.1508848069506534,1998-06-30,Thriller,1600.351558154364,1998,600
164,The Untouchables,Eliot Ness/Oscar Fraley,eng,5.54907608489522,3.89,1.1000041108477425,1996-02-01,Fantasy,1891.5983166037001,1996,800
165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,en-US,5.771441123130016,3.82,1.0671462155211724,2005-09-27,Thriller,1587.2287308671068,2005,1500
166,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,eng,4.61512051684126,4.2,0.7989278990573876,1995-01-28,Comedy,1423.187356995978,1995,600
168,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,eng,5.41610040220442,3.65,0.851732346927839,2000-12-20,Horror,1489.4014946815223,2000,800
171,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,eng,5.37989735354046,3.4,0.7989278990573876,2003-09-22,Drama,1346.7169106693766,2003,1000
177,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,eng,3.8918202981106265,4.0,0.8580278252863395,1991-09-28,Fantasy,1907.1047536076749,1991,700
180,Wrinkles in Time,George Smoot/Keay Davidson,eng,5.8888779583328805,4.01,1.1224285662345832,1994-10-01,Romance,1315.174898566049,1994,600
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,eng,5.525452939131784,4.0,0.9275973506953991,2002-05-01,Horror,1532.1547999060797,2002,1000
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,eng,3.49650756146648,3.6,0.8449070458972404,2002-01-01,Thriller,1498.7892969588227,2002,1000
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,spa,5.327876168789581,4.0,0.7325687477104175,1984-06-01,Horror,1544.9585022459958,1984,700
204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,eng,5.908082938168931,4.12,1.077110691084294,1994-06-01,Horror,1551.9005935197097,1994,800
205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,eng,5.8664680569332965,4.11,1.1634947962958055,2006-01-03,Drama,1530.7727279656988,2006,800
207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,en-US,5.771441123130016,3.94,1.07385837737754,2005-11-01,Comedy,1346.4972173413616,2005,800
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,eng,5.805134968916488,3.6,1.2005518130520783,2006-03-07,Fantasy,1892.6323424599161,2006,600
213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,eng,5.501258210544727,3.9,1.1127597051235252,2004-08-10,Romance,1354.5129046260304,2004,800
214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,eng,5.375278407684165,4.05,1.1077678805599043,2005-03-08,Thriller,1705.5612720377644,2005,600
216,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,eng,5.2574953720277815,3.94,1.1613002434009259,2004-08-10,Thriller,1626.9670004800926,2004,1500
230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,eng,4.976733742420574,3.89,1.001328241641345,1990-10-03,Fantasy,1932.506597150495,1990,1500
231,I am Charlotte Simmons,Tom Wolfe,eng,6.6052979209482015,3.42,1.2217331814540968,2005-08-30,Drama,1397.0799231000601,2005,600
237,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,eng,3.8918202981106265,3.91,0.9743938320833514,2001-10-01,Fantasy,1933.2593938795553,2001,600
244,The Puffin Book of Nonsense Verse,Quentin Blake,eng,5.662960480135946,4.02,0.9886644097649394,1996-10-03,Thriller,1617.8724973508695,1996,1500
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,eng,5.384495062789089,4.22,1.1202251506273726,1964-02-01,Comedy,1496.5779961506732,1964,700
247,Quiet Days in Clichy,Henry Miller,eng,5.043425116919247,3.69,1.1666297096369538,1994-01-13,Comedy,1342.2520386193166,1994,700
249,Tropic of Cancer,Henry Miller/Jiří Níl,eng,5.765191102784844,3.68,1.2456002464085523,1994-01-06,Horror,1514.3543920619118,1994,600
250,Tropic of Capricorn,Henry Miller,eng,5.855071922202427,3.78,1.2124000067720355,1994-01-13,Horror,1525.2061441152864,1994,1500
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,eng,5.75890177387728,4.1,1.1653937442146034,1994-01-13,Romance,1415.1335533163387,1994,1200
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,eng,6.228511003591184,3.98,1.1935717689449554,1994-01-12,Romance,1332.1998927649806,1994,1200
253,The Air-Conditioned Nightmare,Henry Miller,eng,5.680172609017068,3.83,1.1588178178919926,1970-01-17,Comedy,1371.2130579337138,1970,1500
264,The Portrait of a Lady,Henry James/Patricia Crick,eng,6.682108597449809,3.78,1.2491356148687016,2003-09-30,Drama,1495.3296417896477,2003,700
269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,eng,6.455198563340122,3.78,1.079144565665585,2004-01-16,Horror,1537.0761797533037,2004,1200
277,Writing,Marguerite Duras,eng,4.5217885770490405,3.75,1.1104592670909594,1999-05-06,Horror,1491.9619478377365,1999,800
278,The War,Marguerite Duras/Barbara Bray,eng,5.262690188904886,3.85,1.1194590497357892,1994-08-01,Drama,1469.8037423672415,1994,800
280,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,en-US,5.204006687076795,3.66,1.1490472573362838,1986-03-12,Comedy,1293.3699036676048,1986,800
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,eng,5.187385805840755,3.68,1.0450081489918388,1999-07-01,Romance,1252.175097571355,1999,1500
288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,eng,6.142037405587356,4.21,0.9252374029075621,1998-04-01,Romance,1433.793570927477,1998,800
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,eng,4.634728988229636,4.19,1.0703303317717663,1998-01-01,Horror,1611.58267124733,1998,1200
290,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,eng,5.37989735354046,3.98,1.1318302875976896,1995-02-21,Fantasy,1983.0330062109886,1995,700
291,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,eng,4.890349128221754,3.92,1.1876099188307074,2003-03-03,Romance,1343.2850950096717,2003,700
292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,eng,4.61512051684126,4.08,1.1626889095336166,2011-06-14,Horror,1608.737797415027,2011,600
295,Treasure Island,Robert Louis Stevenson,eng,5.7430031878094825,3.83,1.2851921936153043,2001-09-15,Comedy,1368.393694120231,2001,1000
296,Treasure Island,Robert Louis Stevenson/Scott McKowen,en-US,5.365976015021851,3.83,1.0824768370427216,2004-10-01,Drama,1492.5310255117524,2004,600
297,Treasure Island,Robert Louis Stevenson,eng,5.5053315359323625,3.83,1.1852560472520806,2005-06-01,Romance,1271.9209049619478,2005,700
298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,eng,4.174387269895637,3.83,1.005164330916258,2003-07-01,Romance,1273.0553477764415,2003,600
299,Treasure Island,Robert Louis Stevenson/Milo Winter,en-US,5.60947179518496,3.83,0.9624149872572304,2002-09-03,Romance,1335.215543080659,2002,600
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,eng,5.4510384535657,4.05,0.996469488897356,2006-01-31,Romance,1343.2608564630257,2006,800
313,100 Years of Lynchings,Ralph Ginzburg,eng,5.602118820879701,4.61,0.9942438142135327,1996-11-22,Drama,1678.4739902103006,1996,1000
324,Cien años de soledad,Gabriel García Márquez,spa,6.107022887742255,4.07,0.9710516448699799,1990-01-01,Drama,1517.5561115702837,1990,1500
330,On Beyond Zebra!,Dr. Seuss,eng,4.174387269895637,4.04,1.1602965009284543,1955-09-12,Fantasy,2007.7606345769295,1955,700
332,The Wedding Clause,Debbie Raleigh,eng,5.54907608489522,3.6,0.9993000568565547,2005-06-07,Drama,1400.0701544440526,2005,1200
333,The Zebra Wall,Kevin Henkes,eng,4.997212273764115,3.44,1.0486768104764748,2005-02-15,Romance,1181.9414969665872,2005,1500
337,El perfume: Historia de un asesino,Patrick Süskind,spa,5.480638923341991,4.02,1.1734077994184737,2002-06-01,Romance,1402.897589823423,2002,1000
348,The Door Into Summer,Robert A. Heinlein,eng,5.720311776607412,4.01,1.2164936434178422,1997-06-17,Thriller,1709.6003692899285,1997,1500
350,Stranger in a Strange Land,Robert A. Heinlein,eng,6.270988431858299,3.92,1.280374883981642,1991-10-01,Romance,1341.7569722229823,1991,1500
354,To Sail Beyond the Sunset,Robert A. Heinlein,en-US,6.075346031088684,3.87,1.201840993853116,1988-06-01,Horror,1508.7243318163019,1988,1000
355,Job: A Comedy of Justice,Robert A. Heinlein,en-US,6.0867747269123065,3.78,1.214388918819442,1985-10-12,Drama,1462.7491062066022,1985,600
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,eng,5.54907608489522,3.97,1.1897828425291932,2006-08-08,Romance,1370.1894658709582,2006,800
357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,en-US,5.730099782973574,4.06,1.2513957515039589,1991-02-15,Thriller,1706.5160296261054,1991,1000
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,eng,5.700443573390687,3.93,1.2232356718256217,2005-04-26,Drama,1485.830314019806,2005,700
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,eng,5.910796644040527,4.14,1.1578089268796476,2005-12-27,Comedy,1487.1339503632669,2005,1000
367,Douglas Adams's Starship Titanic,Terry Jones,eng,5.54907608489522,3.6,1.11593449814198,1998-10-27,Horror,1405.7355320954696,1998,700
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,eng,5.820082930352362,3.93,0.7063950542796786,2003-07-01,Comedy,1360.3959680318917,2003,700
382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,eng,4.290459441148391,4.13,1.002638340774061,2011-01-12,Horror,1586.1864525132592,2011,1000
385,On Bullshit,Harry G. Frankfurt,eng,4.219507705176107,3.57,1.1990280905190533,2005-01-30,Comedy,1256.9001390311143,2005,600
